actual_price,predicted_price,residual
488795.75389128417,513280.77259325486,-24485.018701970694
353486.2970789109,358027.3934854423,-4541.096406531404
379989.9180867694,554499.083334866,-174509.16524809657
460008.386582422,529492.3748603143,-69483.98827789229
375007.010708327,312095.74075830897,62911.26995001803
321997.8025099507,296741.86534434685,25255.937165603857
919973.367282293,641530.6821827805,278442.6850995126
286989.23921085306,441340.7518240726,-154351.51261321956
229992.04491934925,229405.87118297798,586.1737363712746
293989.69656222925,258392.38047606428,35597.31608616497
314991.2060133072,559924.7616344794,-244933.55562117219
385000.53389145073,322552.59979731723,62447.934094133496
692525.2649081524,754073.0487972891,-61547.78388913674
348014.70026317565,604811.2195382993,-256796.5192751236
226002.19712518045,331269.0313245379,-105266.83419935743
529982.8889462198,559199.4881751537,-29216.59922893392
889931.7025002599,686843.6117008113,203088.09079944855
465003.4016876277,319674.4381164481,145328.9635711796
826619.688970479,731368.6972655526,95250.99170492636
305010.0482107029,397524.9280682678,-92514.87985756493
749004.2974003104,458268.0491126171,290736.2482876933
1150031.6250444886,1177175.200404695,-27143.57536020642
409994.9001727164,614273.3774138559,-204278.47724113945
375007.010708327,466001.5836569393,-90994.57294861233
592496.3549562936,498149.6853701381,94346.6695861555
424981.1100595267,360840.76137943263,64140.34868009406
620015.6508443463,611814.3264577247,8201.324386621593
379989.9180867694,417370.35782383126,-37380.43973706185
552495.1864343095,592577.4936754458,-40082.307241136325
510017.33789744286,436578.9863871451,73438.35151029774
580009.6382169717,450176.9490224273,129832.68919454433
543019.2231288305,472663.6982346287,70355.52489420184
262498.3302391841,334978.6696154808,-72480.33937629673
574985.441311107,748093.7908136013,-173108.34950249433
574985.441311107,516297.65286050393,58687.78845060308
550014.5437275284,458096.1778874025,91918.36584012595
335004.7534133102,324717.78838240734,10286.96503090288
1095038.411923869,548779.1615834822,546259.2503403869
409994.9001727164,501925.3787118281,-91930.47853911167
592496.3549562936,532334.3115002263,60162.04345606733
664971.8580362194,588783.8685565472,76187.98947967216
328995.7132409971,417077.4630688216,-88081.74982782447
805001.967099839,912698.5294861387,-107696.56238629972
1437476.9259330777,1572630.2921823857,-135153.366249308
313012.99930945504,359803.4033468413,-46790.40403738624
309960.4538196224,290154.8620942977,19805.591725324688
689002.3770569969,878743.6112197692,-189741.2341627723
869957.8141740499,1043887.6994206113,-173929.88524656137
240001.39144624295,301172.0749571296,-61170.68351088665
434999.4301195662,388907.7941027605,46091.636016805714
350004.04831045395,329981.26684109436,20022.781469359586
949034.0909774412,710832.235164152,238201.85581328918
689002.3770569969,693642.5772271055,-4640.200170108583
244996.69508820938,404985.7602603839,-159989.0651721745
850007.1158332613,988457.6526112935,-138450.5367780322
478016.2467917236,554139.4425963301,-76123.19580460648
525024.3912403609,484680.008142849,40344.38309751189
394983.7879988166,346097.4090606219,48886.378938194655
330017.18241123157,387137.35762866744,-57120.17521743587
845006.8391709592,875390.5494283404,-30383.7102573812
240001.39144624295,313223.91166337166,-73222.52021712871
520997.2279041777,453078.416575036,67918.81132914167
444986.8454834047,497127.45876875386,-52140.61328534916
299988.67412229633,510477.5991383325,-210488.92501603614
210007.81010831188,244666.8320601496,-34659.02195183773
732999.28102353,589651.1926374556,143348.0883860744
267988.67469518003,349720.096357606,-81731.42166242597
552329.4627381759,499440.0463209691,52889.416417206754
563994.624834784,429630.611946895,134364.01288788894
384500.3583819142,437328.04717392975,-52827.68879201554
679967.308322311,616419.191400607,63548.11692170403
609016.110277635,526276.2072165464,82739.90306108864
929033.4280689423,977840.9965987616,-48807.56852981937
424981.1100595267,423612.20156307984,1368.9084964468493
184997.94576021977,347989.26771869377,-162991.321958474
699975.0706260412,707993.5055251681,-8018.434899126994
807985.9914188251,763187.1926513319,44798.79876749322
714972.9580129466,562503.4602735694,152469.4977393772
326015.4330915721,394354.60098422226,-68339.16789265018
331008.7205219779,339896.86761156097,-8888.147089583043
389999.2129395211,306567.6756780658,83431.53726145532
215001.4389762084,312364.8044327376,-97363.3654565292
429982.5906544442,360473.55648940615,69509.03416503803
525024.3912403609,499907.46944838384,25116.921791977074
520008.2729758518,394686.5086162569,125321.7643595949
317489.49177642266,398307.9264081608,-80818.43463173817
336987.123700273,334159.6228617754,2827.5008384975954
403487.1823433095,493449.03450457717,-89961.85216126766
699975.0706260412,725268.2877953626,-25293.21716932149
294990.9627184533,390959.63353105355,-95968.67081260023
522980.78373942134,412124.9160853453,110855.86765407602
607981.6624199718,472790.790991329,135190.87142864277
449009.80324776605,402569.05422056,46440.74902720604
345000.10487535974,551672.022680333,-206671.91780497326
1338954.9773193793,1091706.9383375903,247248.03898178902
1365047.7941260778,859660.9282914229,505386.8658346549
297509.072707913,516941.13706517575,-219432.06435726275
465003.4016876277,501221.73406059196,-36218.33237296424
279987.4332796247,340041.84298316407,-60054.40970353939
225009.9719539956,289715.5390871008,-64705.567133105214
716475.978844287,807646.8312483536,-91170.8524040666
234990.41381084712,322050.46799496934,-87060.05418412221
279987.4332796247,379058.20533271413,-99070.77205308946
817004.5965839025,707609.8469133065,109394.74967059598
358004.2010175927,632215.4880149798,-274211.28699738707
915018.9001994401,742567.9890506754,172450.91114876466
159995.3449931631,266272.8067272117,-106277.46173404859
229992.04491934925,336376.6675572498,-106384.62263790052
802991.9757181873,419739.51589585136,383252.4598223359
504993.0773774131,451943.34025680984,53049.73712060327
484997.9775932012,711287.7100834938,-226289.73249029263
501019.34896005725,407760.60717680113,93258.74178325612
414985.9735637159,448000.1365035205,-33014.162939804606
309960.4538196224,395562.00801648013,-85601.55419685773
705033.0781109203,768466.9676073227,-63433.889496402466
1137450.599666993,734729.3787727305,402721.2208942624
283991.6172550083,386510.7215976991,-102519.10434269079
594930.5767563671,559768.7327043472,35161.84405201988
774985.8111698879,417891.62334153545,357094.18782835244
590013.088774859,579420.6946706454,10592.39410421357
580009.6382169717,437499.94074538926,142509.6974715824
336987.123700273,392698.7437365431,-55711.62003627012
600009.0395491241,585369.2974822611,14639.742066862993
667503.5582807431,465457.7388735781,202045.819407165
320007.5921617715,406498.1013992201,-86490.50923744863
490019.2720364446,514318.4237124345,-24299.15167598985
649982.0330316388,593259.2972870668,56722.73574457201
514988.5776090478,441400.94157964276,73587.63602940505
234990.41381084712,263895.0282302939,-28904.614419446763
345000.10487535974,305642.2004541903,39357.90442116943
339999.6951587399,438077.0041813447,-98077.30902260478
205993.52186088808,322919.66532935214,-116926.14346846406
305010.0482107029,412609.9478527213,-107599.89964201843
255505.70061967775,311328.9860773452,-55823.28545766746
424259.2559222888,508100.0634663947,-83840.80754410592
308939.2702017114,343692.7837782448,-34753.51357653341
741996.6445726443,585747.159869608,156249.48470303626
249995.9508216961,301399.0526958341,-51403.10187413797
727013.2631341007,686012.342011463,41000.921122637694
579024.4594712008,409448.07411460497,169576.38535659586
242001.69276232485,302941.49148057937,-60939.79871825452
482000.292558309,539367.0795267398,-57366.786968430795
344001.05389531027,334088.4993278943,9912.554567415966
574985.441311107,422561.6927204811,152423.74859062594
550014.5437275284,540665.5046475033,9349.039080025163
386002.83770990116,504429.1576658072,-118426.31995590602
517984.19023810886,503667.24700237653,14316.943235732324
465003.4016876277,592149.0063494636,-127145.60466183588
182992.41813335533,324887.35846132133,-141894.940327966
566028.6645589295,583218.3299671562,-17189.66540822666
334937.7591622761,364974.3280597436,-30036.568897467514
399992.0696425668,405602.2834264809,-5610.213783914107
347493.0695336338,609852.2679631648,-262359.198429531
649982.0330316388,464369.7919379428,185612.24109369604
467988.9670769519,352353.17327437387,115635.79380257806
278006.5629144347,315641.390487418,-37634.82757298328
348990.5069156994,345363.7874117705,3626.719503928907
159995.3449931631,320345.2418116946,-160349.89681853147
261502.72942386364,357852.6791126731,-96349.94968880946
880020.0761491403,767019.9780404055,113000.0981087347
444986.8454834047,334483.4336232499,110503.41186015483
385000.53389145073,444115.14459327806,-59114.61070182733
484997.9775932012,402269.58481167495,82728.39278152626
320007.5921617715,326727.35568860255,-6719.763526831055
609991.3160106216,700015.9800645474,-90024.66405392578
504993.0773774131,478859.588551364,26133.488826049084
272011.6023317929,447862.1776144306,-175850.57528263773
529982.8889462198,455418.95406036504,74563.93488585477
495984.52221079497,313071.3937025248,182913.1285082702
784969.388136717,727033.8306490432,57935.557487673825
699975.0706260412,593387.5060471881,106587.56457885308
817249.7347317608,551555.3680928035,265694.3666389573
375007.010708327,396711.3965204816,-21704.38581215462
583500.1571314667,579758.4440395918,3741.7130918748444
884962.0130840725,702482.4664010437,182479.5466830288
370015.4350123861,594580.4287524313,-224564.99374004517
550014.5437275284,501026.35278814187,48988.19093938655
261006.34595158586,264158.45725765673,-3152.111306070874
375007.010708327,415400.3316013849,-40393.32089305791
664971.8580362194,661661.3762858349,3310.481750384439
1387064.220561821,1393621.6173966213,-6557.396834800253
269008.9689904289,339482.8624607472,-70473.89347031829
360014.6485423943,630284.9615153313,-270270.312972937
307459.9149975941,531757.6332876659,-224297.71829007182
713972.6962183607,537239.0348793761,176733.66133898462
240001.39144624295,371040.8089411569,-131039.41749491394
244996.69508820938,361418.4789420586,-116421.78385384919
248997.96432205703,367344.0250122273,-118346.06069017027
194891.83668786063,297294.73249952967,-102402.89581166903
438011.30520683737,523151.7955633576,-85140.49035652023
835010.8518699668,642999.4817277779,192011.37014218897
379989.9180867694,276803.57118057087,103186.34690619854
590013.088774859,487340.6942424776,102672.39453238138
372502.86200234207,294463.3769075881,78039.48509475397
597016.4819797936,765123.2383629907,-168106.75638319703
320007.5921617715,395040.02295913146,-75032.43079735996
254995.19988933546,474860.9995191678,-219865.79962983236
460008.386582422,350848.6107547022,109159.77582771983
585019.2314809182,501021.2341101236,83997.99737079465
895018.7976523915,551546.3772342885,343472.420418103
1504994.7984804926,1041934.2258924841,463060.5725880085
199007.93952075846,448050.7091591879,-249042.76963842945
246890.45124486738,366666.660123412,-119776.2088785446
520008.2729758518,377615.2148307035,142393.05814514827
570004.7653278012,639927.943868045,-69923.17854024377
570004.7653278012,460029.3812402013,109975.38408759993
429982.5906544442,428938.5107227304,1044.079931713757
394983.7879988166,328393.6311216571,66590.15687715949
